backend,GPU,precision,vec_size,routine,BW_GBs
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3574.1118
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3511.8982
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3548.598
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3522.4976
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3576.7073
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3443.4226
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3637.3123
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3566.277
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3569.122
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3573.636
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3400.2415
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3559.3967
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3525.5046
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3626.0117
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3639.038
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3497.7126
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3479.5996
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3505.0427
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3628.4377
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3401.103
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3714.29
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 2910.311
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3530.3733
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3510.291
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3588.6853
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3513.3
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3326.7087
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3487.0352
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3571.0212
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3552.8247
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3532.7195
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3322.8174
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3283.1724
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3165.2886
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3315.0208
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3525.991
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3686.2368
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3553.5068
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3489.3242
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3593.9465
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3486.5823
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3337.4626
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3249.1946
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3223.8303
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3575.516
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3509.1438
Mojo, AMD Instinct MI300A , float64 , 33554432 , Copy , 3416.9048
