backend,GPU,precision,L,blk_x,blk_y,blk_z,BW_GBs
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.7690517648175
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.8478802543138
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.7510963799778
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.5157352854767
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1752.5881914315871
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.6378063804655
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1751.0921978507497
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1733.2936139003984
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1733.3286921100148
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1733.08299910976
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1732.6466755853683
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1718.8333733201162
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1717.6046899795265
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1703.1057214761363
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1705.4017295211615
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1705.9452252311828
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1706.3566439431868
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1705.924667997981
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1706.2408964411316
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1705.7430723104221
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1703.8902565582896
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.6216622151353
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.3163670854449
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.650028563183
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.7920414747775
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.4648301782072
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.0461978163185
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1691.2260712942611
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1688.1206610161223
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.327020400462
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.2220360355388
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.4779584664618
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.3334183103022
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.8760088302363
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.5040472565713
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.3024135100509
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.7743597449546
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.7928830799397
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.8415779203233
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.3860798850358
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.3383398126423
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.061304208544
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1677.4350786702057
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.852890777522
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.688004475987
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.5742126765062
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.5649242579361
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.72337589603
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.4502297620913
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.556719552546
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.6989506495784
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.0103028983629
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.4350722530094
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.605784886552
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1676.0367051183805
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1675.317091414536
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1689.856130466334
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1690.6952498274468
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1704.8601071274234
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1705.7975979172177
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1719.047266846792
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1715.8136782388885
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1726.281864390399
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1733.2059245876214
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1735.7015169407216
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1756.0649796437563
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1761.79222612108
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1762.9599424722305
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1762.8073624561498
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1760.7112931144359
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1773.4384752945484
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1775.5379206262335
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1791.162918559699
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1797.1125402603943
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1797.3914350989342
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1800.5185591384354
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.0539341368444
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1802.1438410518829
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.8460321500927
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.5181960352909
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.347692624791
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.8232882216691
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1801.3817907248942
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1796.7185767674766
