backend,GPU,precision,L,blk_x,blk_y,blk_z,BW_GBs
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.298473
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.584877
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.852574
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.360501
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.132718
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.427406
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.029112
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.153108
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.517856
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.215748
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.415433
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,854.008752
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,86.41121098
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1407.573856
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.738942
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1419.747858
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.183175
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.253155
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.647994
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1421.837271
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.037083
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.201853
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.410855
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.450393
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.60797
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.554206
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.48623
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1423.316295
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.461144
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.507613
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.679661
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.655763
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.568542
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.585388
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.373946
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,325.1334464
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.809787
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.397716
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.463533
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.348745
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.450273
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.531626
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.596022
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1425.438888
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.283177
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.498056
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.493397
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.451468
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.218571
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.748349
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.49937
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1424.482281
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.309212
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.391743
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.227049
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.524765
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.688564
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.389474
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.453857
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.468169
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.323664
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.139642
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.305868
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.231706
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.236602
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.190031
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.348745
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.941701
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.300972
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.367855
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.280669
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1417.563565
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.927257
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.230393
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.238991
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.217496
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.391624
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.273623
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.364272
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.304674
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.296195
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.45756
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.095703
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.977393
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.394132
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1305.13368
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1412.100403
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.136179
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.08257
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.176776
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.006163
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1412.495023
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1324.637886
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.352328
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1402.157433
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1416.063571
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.096778
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.489694
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.425308
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.668159
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.381113
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.431161
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.287835
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.214988
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.406196
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.476554
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.364272
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.239143
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.411153
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.382307
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.274817
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.290343
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.713239
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.324977
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.453857
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.351204
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.541064
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.278281
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.093196
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.068243
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.526728
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.265263
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.372633
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.216818
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.231826
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.130209
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.126627
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.155403
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.063467
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.136179
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.45983
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.145715
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.166149
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.482527
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.352328
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.2126
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.29512
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.373827
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.199464
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.96068
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.053797
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.204241
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.174388
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1395.474971
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.307199
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.649703
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.903504
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.666666
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.951131
